Line Name,Code,English,Español ,//comments,Code-switching,
RS-3O.populationProbe.body,@51914014,AQ-EV Probe O-554\nDownloaded historical population data.,Sonda AQ-EV O-554\nDatos históricos de población descargados.,,,
RS-3O.station.header,@192266A0,Bayou Research Station,Estación de Investigación del Pantano,,,
RS-3O.station.body,@BE9AD0B5,Entrance to the Bayou Research Station. One of several underwater research stations.\n\n<i>{player-name}'s Notes:\nIt's attached to the oil rig... fascinating.</i>,Entrada a la Estación de Investigación del Pantano. Una de las varias estaciones de investigación submarinas.\n\n</i> Notas de {player-name}:\n\n Está unida a la plataforma petrolífera... fascinante.</i>,,,
RS-3P.probe.header,@0061F049,Trawling Bay,Bahía de Arrastre,,,
RS-3P.probe.body,@F41A6378,AQ-EV Probe S271\nDownloaded ecosystem data.,Sonda AQ-EV S271\nDatos del ecosistema descargados.,,,
RS-3P.populationProbe.header,@53D2DED6,Trawling Bay,Bahía de Arrastre,,,
RS-3P.populationProbe.body,@A4DC5A57,AQ-EV Probe O271\nDownloaded historical population data.,Sonda AQ-EV O271\nDatos de población históricos descargados.,,,
RS-2R.probe.header,@4E42FE2C,Sargassum Covered Reef,Arrecife cubierto de sargazo,,,
RS-2R.probe.body,@A3792469,AQ-EV Probe K929\nDownloaded ecosystem data.\n\nClassification: Sargassum Covered Reef\nTemperature: Hot\nOxygen: High\nCoral Population: Unstable,Sonda AQ-EV K929\nDatos del ecosistema descargados.\n\n Clasificación: Arrecife cubierto de sargazo\nTemperatura: Caliente\nOxígeno: Alto\nPoblación del coral: Inestable,,,
RS-2R.populationProbe.header,@68C8B7FB,Sargassum Covered Reef,Arrecife cubierto de sargazo,,,
RS-2R.populationProbe.body,@46641346,AQ-EV Probe O929\nDownloaded historical population data.\n\nClassification: Sargassum Covered Reef\nLight Level: Decreasing\nSargassum Population: Increasing\nStaghorn Coral Population: Decreasing,Sonda AQ-EV O929\nDatos históricos de población descargados.\n\nClasificación: Arrecife cubierto de sargazo\nNivel de luz: Disminuyendo\nPoblación del Sargazo: Aumentando\nPoblación del Coral Cuerno de Ciervo: Disminuyendo,,,
RS-2S.probe.header,@741F4705,Restoration Reef,Arrecife de restauración,,,
RS-2S.probe.body,@502558BC,AQ-EV Probe S271\nDownloaded ecosystem data.\n\nClassification: Restoration Reef,Sonda AQ-EV S271\nDatos del ecosistema descargados\n\nClasificación: Arrecife de restauración,,,
RS-2S.populationProbe.header,@661AD962,Restoration Reef,Arrecife de restauración,,,
RS-2S.populationProbe.body,@2ADCEE1B,AQ-EV Probe S274\nDownloaded ecosystem data.,Sonda AQ-EV S274\nDatos del ecosistema descargados.,,,
RS-2S.spearedLionfish.header,@3AC554D3,Speared Lionfish,Pez león arponeado,,,
RS-2S.spearedLionfish.body,@8DCA236E,Lionfish on a stick.,Pez león en un palo.,,,
RS-2V.probe.header,@7CE7D460,Serenity Meadow,Pradera de la Serenidad,,,
RS-2V.probe.body,@2F317975,AQ-EV Probe V-017\nDownloaded ecosystem data.,Sonda AQ-EV V-017\nDatos del ecosistema descargados.,,,
RS-2V.populationProbe.header,@1718B6CF,Serenity Meadow,Pradera de la Serenidad,,,
RS-2V.populationProbe.body,@7823F2B2,AQ-EV Probe V-345\nDownloaded ecosystem data.,Sonda AQ-EV V-345\nDatos del ecosistema descargados.,,,
RS-2V.fisherLine.header,@8548F121,Fishers (Fishing Line),Pescadores (Línea de pesca),,,
RS-2V.fisherLine.body,@663255C0,<i>Homosapiens</i>\n\nNot fuzzy onshore mammal.\nPossesses fishing nets and fishing poles.,<i>Homosapiens</i> {\i}No es un mamífero peluchín de tierra.\nPone las redes y las cañas de pescar.,,,
RS-2V.redGrouper.header,@994B0607,Red Grouper,Cherna Americana,,,
RS-2V.redGrouper.body,@DDD7203A,"<i>Epinephelus morio</i>\n\nRed-colored ray-finned fish.\nThey swim slowly, but with POWER!","<i>Epinephelus morio</i>\n\nUn pez con aletas de raya de color rojo.\nNadan despacito, ¡pero con FUERZA!",,,
RS-2V.station.header,@CD6DABB6,Coral Research Station,Estación de Investigación del Coral,,,
RS-2V.station.body,@5D9D3D37,"Entrance to the Coral Research Station. One of several underwater research stations.\n\n<i>{player-name}'s Notes:\nThis barely counts as underwater, right?</i>","Entrada a la Estación de Investigación del Coral. Una de las varias estaciones submarinas de investigación.\n\n<i>Notas de {player-name}:\n Esto apenas cuenta como subacuático, ¿verdad?</i>.",would like more context here just to double check,,
RS-0-Final.probe.passing.header,@0343665A,Challenger Deep Probe,Sonda del Challenger Deep,,,
RS-0-Final.probe.passing.body,@09313FC3,This is the Challenger Deep Probe.,Esta es la Sonda del Challenger Deep.,,,
RS-0-Final.probe.activating.body,@B7ADA600,Challenger Deep Activated,Challenger Deep Activada,,,
RS-0-Final.crashedSub.header,@EA96608F,Sam's Crashed Sub,El submarino estrellado de Sam,,,
RS-0-Final.crashedSub.body,@4F9B0572,This is the sub Sam uses to explore the ocean.\nWell... was.,Este es el submarino que Sam utiliza para explorar el océano.\nPues... era.,,,
RS-1A.probe.header,@547C0E3A,Rodeo Cove,El Entrante Marino,"changed, make sure is consistent for all ",,
RS-1A.probe.body,@23B03FA3,"AQ-EV Probe A-006 ""The Successor""\nDownloaded ecosystem data.","Sonda AQ-EV A-006 ""El Sucesor""\nDatos del ecosistema descargados.",,,
RS-1B.probe.header,@B1F9E37D,Cliffside Oasis,Oasis del Barranco,,,
RS-1B.probe.body,@F3036064,AQ-EV Probe B-008\nDownloaded ecosystem data.,Sonda AQ-EV B-008\nDatos del ecosistema descargados.,,,
RS-1B.populationProbe.header,@7D73178A,Cliffside Oasis,Oasis del Barranco,,,
RS-1B.populationProbe.body,@CB736373,AQ-EV Probe B-105\nDownloaded ecosystem data.,Sonda AQ-EV B-105\nDatos del ecosistema descargados.,,,
RS-1B.giantKelp.dead.header,@9B85C57E,Giant Kelp,Alga Gigante ,,,
RS-1B.giantKelp.dead.body,@6EA26F8F,<i>Macrocystis pyrifera</i>\n\nLarge plant-like collection of algae.\nEssential to many ocean ecosystems.\n\nThis sample is severely depleted.\nBite marks are visible on the edges where it has snapped off.,<i>Macrocystis pyrifera</i>\n\nGran colección de algas parecidas a plantas.\nSon esenciales para muchos ecosistemas oceánicos.\n\n Esta muestra está muy pobre.\nSe ven marcas de mordiscos en los bordes donde se desprendió.,Alga Gigante,,
RS-1B.crashedSub.header,@8C218D17,Crashed Sub,Submarino Estrellado,,,
RS-1B.crashedSub.body,@40B8690A,A broken and abandoned sub.,Un submarino roto y abandonado.,,,
RS-1C.probe.header,@9C420244,Forested Lagoon,Laguna Forestal,,,
RS-1C.probe.body,@FFB34491,"AQ-EV Probe C-004 ""Primordia""\nDownloaded ecosystem data.","Sonda AQ-EV C-004 ""Primordia""\nDatos del ecosistema descargados.",,,
RS-1C.station.header,@40A7085A,Great Channel Kelp Research Station,Estación de Investigación de Algas del Gran Canal,,,
RS-1C.station.body,@582F91C3,Entrance to the Kelp Research Station. One of several underwater research stations.\n\n<i>{player-name}'s Notes:\nHome. Or at least A Home.</i>,Entrada a la Estación de Investigación de Algas. Una de las diversas estaciones de investigación submarinas. \n\n<i> Notas de {player-name}:\nHogar. O al menos Un Hogar.</i>,,,
RS-1C.dreamScan.body,@72DC621D,YOU'RE NOT READY. DON'T GO.,NO ESTÁS PREPARADA. NO VAYAS.,,,
RS-1D.probe.header,@93A1304F,Mer's Horizon,Horizonte de Mer,,,
RS-1D.probe.body,@24BA7032,AQ-EV Probe D-979\nDownloaded ecosystem data.\n\nClassification: Mer's Horizon\nTemperature: Warm\nOxygen: Moderate,Sonda AQ-EV D-979\nDatos del ecosistema descargados.\n\nClasificación: Horizonte de Mer\nTemperatura: Cálida\nOxígeno: Moderado,,,
RS-1D.populationProbe.header,@244098A8,Mer's Horizon,Horizonte de Mer,,,
RS-1D.populationProbe.body,@8DA0ACED,AQ-EV Probe D-980\nDownloaded ecosystem data.\n\nClassification: Mer's Horizon\nKelp Population: Low\nUrchin Population: Medium,Sonda AQ-EV D-980\nDatos del ecosistema descargados.\n\nClasificación: Horizonte de Mer\nPoblación de algas: Bajo\nPoblación de erizos: Moderado,,,
bestiary.angelFish.header,@38879F2C,Angelfish,Pez Ángel,,,
bestiary.angelFish.body,@477A9D69,"<i>pterophyllum Blue</i>\n\nFeisty, carnivorous fish.\nOften collected for use in aquariums.",<i>pterophyllum Azul</i>\nPeces peleoneros y carnívoros. Se recolectan para su uso en peceras.,,,
bestiary.urchin.header,@59F2DBC0,Urchin,Erizo,,,
bestiary.urchin.body,@F47072D5,<i>Strongylocentrotus purpuratus</i>\n\nPlated globe-like animal.\nLong spikes help ward off predators.,<i>Strongylocentrotus purpuratus</i>\n\nAnimal con apariencia de globo.\nLas largas espinas ayudan a protegerse de los depredadores.,,,
bestiary.seaOtter.header,@9C6E9C1C,Otter,Nutria,,,
bestiary.seaOtter.body,@0CBC2719,<i>Enhydra lutris</i>\n\nFuzzy nearshore mammal.\nPossesses incredibly dense fur.,<i>Enhydra lutris</i>\n\nMamífero peludo cercano a la costa.\nPosee un pelo increíblemente denso.,,,
bestiary.seaStar.header,@5C809564,Starfish,Estrella de Mar,,,
bestiary.seaStar.body,@C1132EB1,<i>Asterias rubens</i>\n\nMulti-armed ancient invertebrate.\nFossil records date back ~500 million years.,<i>Asterias rubens</i>\n\nInvertebrado antiguo con múltiples brazos.\nLos registros fósiles tienen unos 500 millones de años.,,,
bestiary.pterasterObscurus.header,@E3FF906B,Cushion Star,Estrella Cojín Ártica,,,
bestiary.pterasterObscurus.body,@0AFFFAF6,<i>Pteraster Obscurus</i>\n\nAn omnivorous sea star with wide arms.,<i>Pteraster Obscurus</i> <i>Estrella de mar omnívora con brazos anchos</i>.,,,
bestiary.brittleStar.header,@E1A1D691,Brittle Star,Estrella Frágil,is this still being used?,,
bestiary.brittleStar.body,@8CEDEAF0,<i>Gorgonocephalus caputmedusae</i>\n\nThese star fish are fairly ubiquitous organisms throughout the sea.\nThey often group together near vents to form {h}brittle star cities{/h}.,<i>Gorgonocephalus caputmedusae</i>\n\nEstas estrellas de mar son organismos bastante comunes en todo el mar.\n Frecuentemente se reúnen cerca de los respiraderos para formar {h}ciudades de estrellas frágiles{/h}.,,,
bestiary.mussel.header,@4C637DDA,Mussel,Mejillón,,,
bestiary.mussel.body,@0102AB43,<i>Mytilus edulis</i>\n\nShelled mollusc.\nShells commonly wash up on shores.,<i>Mytilus edulis</i>\n\nMolusco de concha.\nLas conchas suelen aparecer en las costas.,,,
bestiary.bullKelp.header,@B197495A,Bull Kelp,Alga de Toro,,,
bestiary.bullKelp.body,@BBCBAAC3,<i>Nereocystis luetkeana</i>\n\nLeafy plant-like collection of algae.\nEssential to many ocean ecosystems.,<i>Nereocystis luetkeana</i>\n\nColección de algas con aspecto de planta.</i> <i>Esencial para muchos ecosistemas oceánicos.,,,
bestiary.giantKelp.header,@5E5D6C46,Giant Kelp,Alga gigante,,,
bestiary.giantKelp.body,@B5EE2BC7,<i>Macrocystis pyrifera</i>\n\nLarge plant-like collection of algae.\nEssential to many ocean ecosystems.,<i>Macrocystis pyrifera</i>\n\n Gran grupo de algas con forma de planta.\nSon esenciales para muchos ecosistemas oceánicos.,,,
bestiary.blueheadWrasse.header,@7E8F4AD8,Bluehead Wrasse,Pez Cara de Cotorra,,,
bestiary.blueheadWrasse.body,@DFBF891D,<i>Thalassoma bifasciatum</i>\n\nMarine ray-finned blue-colored fish.\nExperiences distinct and fluid color phases.,<i>Thalassoma bifasciatum</i>\n\nPez marino con aletas de raya de color azul.\nTiene fases de color distintas y fluidas.,,,
bestiary.copepod.header,@34F9D2A1,Copepod,Copépodos,,,
bestiary.copepod.body,@1190FB40,<i>Copepoda</i>\n\nVery small crustacean in the sea.\nMay be the most abundant species of animal on Earth!,<i>Copepoda</i>\n\nCrustáceo muy pequeño del mar.\n¡Puede ser la especie animal más abundante de la Tierra!,,,
bestiary.arcticCopepod.header,@1A1E7109,Arctic Copepod,Copépodo ártico,,,
bestiary.arcticCopepod.body,@1BFC4438,"<i>Calanus Glacialus</i>\n\nVery small crustacean in the arctic sea.\nTo survive the arctic cold, these little crustaceans need to build up dense layers of fat\nmaking their favorite food {h}detritus{/h} from {h}bowhead whales{/h}!","<i>Calanus Glacialus</i>\n\n Es un crustáceo muy pequeño que habita en el mar Ártico.\nPara sobrevivir al frío ártico, estos pequeños crustáceos necesitan acumular densas capas de grasa\n haciendo que  su alimento favorito sea: ¡{h}detritus{/h} de {h}Ballena Boreal{/h}!",,,
bestiary.seaPearl.header,@7D2BBDBA,Sea Pearl,Perla de Mar,,,
bestiary.seaPearl.body,@12B18323,<i>Caretta caretta</i>\n\nOrbs of photosynthesizing cells.\nNot created by oysters.,,"ventricaria ventricosa, not caretta caretta",,
bestiary.loggerheadTurtle.header,@64E6EF11,Loggerhead Turtle,Tortuga Boba,,,
bestiary.loggerheadTurtle.body,@41D22F70,"<i>Caretta caretta</i>\n\nA sea turtle with broad, muscular head.\nCan live up to 100 years, and thinks jellyfish is delicious.",<i>Caretta caretta</i>\n\nUna tortuga marina con cabeza ancha y musculosa.\nPuede vivir hasta 100 años y sabe que las medusas son deliciosas.,,,
bestiary.moonJelly.header,@1DF8801C,Moon Jellyfish,Medusa Lunar,,,
bestiary.moonJelly.body,@40D26B19,<i>Aurelia aurita</i>\n\nResistant to low oxygen levels.\nInvisible unless the light is just right.,"<i>Aurelia aurita</i>\n\nResistente a los bajos niveles de oxígeno.\nAl menos que este en luz directa, es invisible.",,,
bestiary.queenConch.header,@8F16D736,Queen Conch,Caracol Rosado,,,
bestiary.queenConch.body,@34C49CB7,<i>Strombus gigas</i>\n\nA large sea snail.\nCan live up to 40 years.,<i>Strombus gigas</i>\n\nUn gran caracol marino.\nPuede vivir hasta 40 años.,,,
bestiary.redGrouper.header,@8F51CF7A,Red Grouper,Cherna Americana ,,,
bestiary.redGrouper.body,@5C0EB5E3,"<i>Epinephelus morio</i>\n\nRed-colored ray-finned fish.\nThey swim slowly, but with POWER!","<i>Epinephelus morio</i>\n\nUn pez con aletas de raya de color rojo.\nNadan despacito, ¡pero con FUERZA!",,,
bestiary.sargassum.header,@BF5FE327,Sargassum,Sargazo,,,
bestiary.sargassum.body,@BEE2A25A,<i>Sargassum</i>\n\nBrownish seaweed. Relative of kelp.\nHelps protect small sea critters from predators.,<i>Sargazo</i>\n\nAlga marina de color marrón. \nAyuda a proteger a los animalitos marinos de los depredadores.,,,
bestiary.staghornCoral.header,@C8D35E30,Staghorn Coral,Coral cuerno de ciervo,,,
bestiary.staghornCoral.body,@86D9CB05,"<i>Acropora cervicornis</i>\n\nA type of coral that looks like it has antlers.\nCritically endangered, much sad.","<i>Acropora cervicornis</i>\n\nUn tipo de coral que parece tener cuernos.\nEn peligro crítico de extinción, muy triste.",not the same one in the description for AQOS. Actual description in line 4963. So where is this one going to be used?,,
bestiary.turtleGrass.header,@CB549779,Turtle Grass,Hierba tortuga,,,
bestiary.turtleGrass.body,@612E8B68,<i>Thalassia testudinum</i>\n\nA sea-version of land grass.\nProduces pale white or pink flowers during spring and summer.,<i>Thalassia testudinum</i>\n\n Es una versión marina del pasto terrestre.\nProduce flores blancas o rosas pálidas durante la primavera y el verano.,^^,,
bestiary.blueTang.header,@BBF65C15,Blue Tang,Pez Cirujano Azul,,,
bestiary.blueTang.body,@BAF1C20C,<i>Paracanthurus hepatus</i>\n\nBlue-colored fish.\nTravels in schools.,<i>Paracanthurus hepatus</i>\n\n Un pez de color azul.\nSe mueve en bancos de peces.,,,
bestiary.plastic.header,@FD3CAE0D,Plastic Bag,Bolsa de plástico,,,
bestiary.plastic.body,@D2B18F34,<i>Polyethylene sack</i>\n\nA regular ol' plastic bag.,<i>Saco de polietileno</i> Una bolsa de plástico normal y corriente.,,,
bestiary.whaleTracker.header,@05235DF8,Whale Tracker,Rastreador de ballenas,,,
bestiary.whaleTracker.body,@49EE643D,"The whale tracker for ""Linda""","El rastreador de ballenas de ""Linda""",,,
bestiary.whiteShrimp.header,@CFF1770F,White Shrimp,Camarón blanco,,,
bestiary.whiteShrimp.body,@21B997F2,<i>Litopenaeus setiferus</i>\n\nWhite-colored crustacean.\nHave 10 walking legs and 10 swimming legs.,<i>Litopenaeus setiferus</i>\n\nCrustáceo blanco.\nTiene 10 patas para caminar y 10 para nadar.,,,
bestiary.turfAlgae.header,@79AC2C9A,Turf Algae,Algas Rojas,,,
bestiary.turfAlgae.body,@D8D06D03,<i>Polysiphonia scopulorum</i>\n\nRed macroalgae.,<i>Polysiphonia scopulorum</i>\n\nMacroalga que no siempre viene en color rojo.,"Add to description from Jenn: ""Red algae is not an indicator of its color, but it is part of a specific family of algae. The ones that are red exist it really deep depth. The ones that are not tend to be green and exist at shallower depths""",,
bestiary.lionfish.header,@FD5F3595,Lionfish,Pez león,,,
bestiary.lionfish.body,@AD999F8C,<i>Pterois volitans</i>\n\nA venomous fish that resides in coral reefs.,<i>Pterois volitans</i>\nUn pez venenoso que reside en los arrecifes de coral.,,,
bestiary.artificialReef.header,@8C4C502B,Artificial Reef,Arrecife artificial,,,
bestiary.artificialReef.body,@DC6FB2B6,Reef made by humans.,Arrecife construido por el hombre.,,,
bestiary.arcticCod.header,@97AA3BF3,Arctic Cod,Bacalao del Polar,,,
bestiary.arcticCod.body,@12DB1C8E,<i>Boreogadus saida</i>\n\nA type of cod that lives in the arctic.\nPerpetually in search of a warm coat.,<i>Boreogadus saida</i>\nUn tipo de bacalao que vive en el ártico.\nPerpetuamente en busca de un buen abrigo.,,,
bestiary.astarteBorealis.header,@F40F3154,Astarte Borealis,Astarté Boreal,,,
bestiary.astarteBorealis.body,@9D2FD4E1,<i>Astarte Borealis</i>\n\nWhat kind of secrets could be hidden inside...,<i>Astarte Borealis</i>\n\n¿Qué clase de secretos podrían estar escondidos adentro...?,,,
bestiary.bowheadWhale.header,@5FA1FEFC,Bowhead Whale,Ballena Boreal,,,
bestiary.bowheadWhale.body,@E6613FF9,<i>Balaena mysticetus</i>\n\nIts mouth is the largest of any known animal.\nThat's pretty impressive.,<i>Balaena mysticetus</i>\n\nSu boca es la más grande de cualquier animal conocido.\nEso es muy impresionante.,,,
bestiary.bristleWorm.header,@EF040A69,Bristle Worm,Poliqueto Marino,,,
bestiary.bristleWorm.body,@6C4ABC98,<i>Polychaeta</i>\n\nLike underwater millipedes.\nOh no...,"<i>Polychaeta</i>\n\nSon como milpiés submarinos.\nAy, no...",,,
bestiary.tubeWorm.header,@A5B44F8E,Tube Worm,,,,
